Active User,Passive User,yes_vote
30935,25489,0
35824,13176,0
50169,6539,1
5998,24669,0
45964,41709,1
19214,14661,0
56854,59212,0
36893,51641,1
162,20203,1
59868,11822,0
27537,3788,1
20025,45863,0
58185,224,1
58087,58470,0
52570,4251,1
35598,38555,0
35695,28421,0
7273,59219,1
14456,647,1
54386,19117,1
3212,35238,0
16887,5545,0
1102,37911,0
3162,3859,0
8910,45623,1
11222,51768,1
50587,43497,0
31560,2184,0
15620,28671,0
20209,25557,1
17852,43644,0
36029,40628,0
42936,21695,1
53228,47444,0
34919,36815,1
15903,54006,1
50321,22680,1
4085,48431,1
59334,23316,0
8125,7453,0
50092,35212,1
24130,26369,0
48429,54575,0
43830,7546,0
5786,17572,0
994,57337,1
41705,57457,0
45055,44151,0
27440,8610,1
55674,24488,1
5479,55241,1
24578,59787,0
6223,17165,1
58271,34520,0
29625,42475,1
17477,12264,0
12999,49452,1
20473,13766,1
35709,57502,1
42970,41383,0
3073,50296,0
26357,29492,1
37261,24186,1
7548,45120,0
59159,9327,0
27134,50870,0
19511,50572,0
23951,50005,1
7861,12161,1
14876,4191,1
30733,26374,0
20863,27445,0
25904,11266,0
35548,30350,1
52889,40372,0
26763,23828,1
37125,19689,0
30490,46861,0
54561,34855,0
22297,32994,0
37006,27787,1
6656,58715,1
59766,16614,0
11299,37888,0
29410,34192,0
26881,27994,1
53450,15619,1
36340,25064,1
42225,4285,0
32202,32988,1
11814,34369,1
32062,181,0
21751,40432,0
1680,57634,0
47180,40656,0
32835,32759,1
39795,19307,0
24192,32796,0
21861,2302,1
22380,21835,0
10141,58111,0
14686,13322,1
59199,4790,1
13554,30181,1
32561,39077,0
10022,27113,1
40745,722,1
20651,59666,1
42476,56388,0
15014,10292,0
17938,4832,0
46901,22083,1
32981,51849,0
32608,29568,1
50448,3985,0
33696,51258,1
37201,37176,0
1646,51253,1
34045,21727,1
47985,16817,1
44899,45604,0
50478,17512,1
56437,35013,0
28678,46217,0
933,58446,1
58412,47351,0
20512,13147,0
17992,51084,0
54926,9668,1
51276,40876,0
56496,19032,0
12522,15194,0
6911,6120,0
37942,30179,0
24982,54073,1
2666,12377,0
58227,16999,0
4757,50909,0
38909,52455,0
4066,12468,0
57971,49220,0
50815,30367,0
41706,4901,0
5806,30178,1
27548,42827,0
40647,131,1
55299,34893,0
49786,34474,0
23706,57394,0
9810,39591,0
43510,23852,0
37775,40295,0
30409,49503,0
11809,24477,0
24688,16732,1
51389,34912,0
32250,44918,0
55224,57718,1
48703,22915,0
356,20459,1
28018,10073,0
36396,46829,0
8469,40531,0
13278,36282,1
28440,41009,1
33289,42720,0
13779,19001,0
1818,55700,1
39586,17741,0
8959,14420,1
1670,10129,0
33838,53490,0
11845,49919,0
3816,48934,0
14,16160,0
34338,45742,0
25815,29051,0
58698,34082,1
57835,16983,0
56117,43830,0
3034,6005,0
59873,35447,0
50062,57418,0
50061,30839,0
3909,44312,1
1053,55103,0
52763,56375,0
44550,47471,1
3842,57035,1
52925,36084,0
33835,7430,1
49028,36222,0
34235,17535,0
51290,59336,1
1859,35377,0
55087,46872,0
50356,9637,0
5805,50274,0
2277,47398,1
28359,29750,1
52430,14826,0
55019,50970,0
56018,36015,1
52751,19489,1
11461,10671,1
39019,11580,1
54688,54442,0
14359,41458,0
56144,52979,1
13996,7720,0
10812,18935,1
6115,50712,0
29198,16277,1
53498,19698,1
52409,6496,1
47871,55279,1
46936,8323,0
40104,59801,0
41625,56543,0
43526,9696,0
10122,5373,1
8598,6000,1
45515,34873,0
56094,11715,0
8828,47964,0
4192,55178,1
37127,3000,0
42905,31414,0
43344,9574,1
59297,50258,0
26136,323,0
1019,21545,1
52077,44506,1
25923,55485,0
19840,38213,0
29280,40555,0
19445,38120,0
30657,58617,0
41346,48559,1
35605,16844,0
33824,37148,1
37866,52213,0
48479,17729,0
45809,33481,1
28881,10682,0
33317,32018,1
58812,35429,0
52786,58766,0
37006,6594,0
42914,13238,0
40901,11622,0
17469,39727,0
40031,59072,0
21156,7175,1
53436,54662,0
2608,36497,0
38670,57213,1
12792,44565,1
539,18577,0
1234,745,1
26421,3145,1
22465,28400,1
21815,611,0
20092,30861,1
30523,55645,1
27742,19840,1
51700,1039,1
29242,35038,0
6131,5249,0
52040,4705,1
35691,54453,0
20405,4892,0
32510,14756,0
31122,59312,1
13340,59934,0
33754,46170,1
885,52924,0
4757,37865,1
23384,37044,1
11788,287,1
56549,8110,0
36580,20840,0
13458,53935,0
14692,33348,1
25795,28393,0
43154,27628,0
43948,15583,1
31483,28226,1
2423,38549,0
3801,45193,0
56982,3085,0
34600,52497,1
38211,23625,1
33001,16747,1
57925,57548,1
38802,50231,0
32696,50546,1
30936,22145,1
55989,26016,0
11565,24416,0
26468,44482,0
38959,31645,1
18391,23331,1
28823,59149,0
51458,46882,0
25727,56572,0
11318,29465,0
42125,1728,0
44506,13853,0
35614,34025,0
55569,34868,1
32760,34447,1
37932,3339,0
36067,4367,0
33317,27512,0
19131,6051,1
17501,45382,1
12037,21523,0
58632,24502,0
54750,22901,0
1571,39641,0
23706,24723,0
21347,33183,0
42844,14662,1
21857,29493,0
44980,19008,0
26055,17763,1
52994,50344,0
36296,21668,1
54436,15349,1
43724,17046,0
6283,45761,0
46527,29741,0
884,47219,1
6503,50794,1
625,43628,0
24422,53267,1
56976,27469,0
32357,53955,1
43855,9826,0
47174,58501,0
58592,16364,1
6034,43524,0
28372,31868,0
2187,29598,1
46629,17972,0
47658,57899,0
5804,7507,0
47249,26591,1
19316,31180,1
23976,25889,1
35991,53130,1
3088,38768,1
33816,5301,0
2736,58048,1
47130,24898,0
40938,23132,0
8829,1124,1
23214,26359,0
29758,3216,0
30891,9367,1
30743,39125,0
56210,4157,1
10445,36778,0
24484,13229,1
20478,23894,0
4171,13350,0
18613,18648,1
8,59680,0
10696,11182,0
29173,41414,0
57476,35549,0
567,49220,1
58253,52440,0
48662,41811,0
40042,23333,1
25684,44578,1
1931,18940,0
37933,327,1
5281,54685,0
17039,9555,1
45801,56100,1
27305,53824,0
45680,41898,0
37696,6405,0
42350,39373,0
19377,15962,0
45416,41607,0
18375,30882,0
13276,17862,0
16373,30431,0
14049,23729,1
14698,41532,0
6607,47136,0
26488,56181,1
40174,17061,0
17860,50877,0
6479,10721,1
37815,29636,1
43897,28329,1
33993,19443,0
27000,45604,1
20076,53833,1
35445,8625,0
22908,5811,1
10731,39710,0
47290,48632,0
665,45683,0
57912,42421,1
17165,51140,0
36798,39205,1
42739,45121,1
26109,12091,0
23644,49107,1
14646,57037,0
42903,8599,1
19355,16374,1
11361,51710,0
30330,46132,1
57928,37529,0
11622,29264,0
4335,50930,1
35083,45317,0
49900,37974,1
28937,51438,0
38484,30804,1
1593,36912,1
53102,45042,0
39018,45123,0
36676,59922,0
52009,9793,1
36764,19434,0
58983,36720,0
3994,52018,0
7127,44798,0
35082,54659,1
40086,10877,0
3599,42987,0
18860,25621,1
16407,3004,1
54231,44274,0
56465,48948,1
41905,54221,1
13466,51072,1
45985,50849,1
10481,34899,0
54944,1373,0
51215,44943,1
17823,24826,0
12689,54095,0
43548,8791,1
40492,33657,1
37975,2635,0
1660,50417,0
6638,27736,0
30564,22808,0
4703,23284,1
43758,5302,1
58305,16764,0
28967,17622,0
35317,30471,1
9448,27708,1
3003,31416,0
3048,56548,0
8124,512,0
20291,13595,0
34042,31443,0
54894,11378,1
18327,12193,1
40794,979,1
26030,25824,1
49788,10093,0
40382,28182,0
7525,31243,0
29592,51705,1
49348,13547,0
31844,40438,0
24060,14310,1
2143,20486,0
52949,7010,0
47655,25578,0
30367,6999,0
50571,2781,0
41483,42420,1
50003,38359,1
37899,39238,0
28969,11912,0
19333,23525,0
49408,41918,1
6909,36239,1
52971,11237,0
28166,13443,0
57612,32560,0
14922,45726,1
1522,46431,0
17185,18540,0
13904,26708,0
29452,38812,0
29822,5391,0
27244,5861,0
52854,15172,1
26999,4226,1
47010,48064,0
1131,42884,0
16869,38892,1
19321,29734,1
58924,3872,0
37155,30098,1
12768,21701,0
1452,58541,0
17468,20506,0
333,32056,1
33851,16535,1
46866,20131,0
50855,38248,0
45412,19457,0
13460,26256,0
7720,26300,1
36228,57709,0
25128,9360,1
42166,19553,0
52613,58566,0
6230,55021,0
18126,56522,1
51084,34177,1
8076,12807,1
28746,15859,0
11946,42310,0
36673,7097,1
25874,47574,0
23410,21227,1
20264,28334,0
1605,7627,0
20476,38688,0
18608,40685,0
32154,20882,0
47984,48621,0
12130,55825,0
14315,26439,0
20016,25497,1
41688,27264,1
19714,33032,1
5718,16743,1
7256,13351,0
16228,5578,0
22962,42632,0
54468,14077,0
12883,2726,0
47781,56663,1
38886,34950,0
35516,13732,0
12408,48307,0
6049,9457,0
25541,3685,0
48075,21366,0
42885,58258,0
54436,19727,0
37732,25157,0
1639,2092,1
55072,4329,1
45756,17429,0
34421,23518,0
47803,4781,0
47474,3709,1
12293,23670,1
50699,55135,0
51255,34032,0
47396,24272,0
5365,2550,0
22533,23927,0
32281,8699,0
45333,51955,0
20997,10427,0
36882,19586,1
39715,31627,1
18390,24825,0
14022,14081,1
25785,9676,0
59430,51779,0
13457,47039,0
8595,8677,0
24261,59074,0
32951,38307,1
17145,48278,0
33592,29304,1
17796,51160,0
8926,40035,0
27631,53826,1
56168,2055,0
58473,38634,1
37259,46169,1
48231,14758,0
38052,20109,0
36624,16293,0
18956,21516,0
30976,18548,0
51679,48853,0
55078,58253,0
46799,51567,1
18350,14039,1
38356,16019,1
39318,26401,1
44525,1613,0
58371,53261,1
59736,49347,1
58926,31740,0
4795,50704,0
12709,45290,1
5591,57935,0
26590,38226,0
7380,17813,0
48835,46915,0
427,3633,1
29343,12666,1
2831,5583,0
39933,50970,1
15929,32910,0
5714,22413,0
30827,32588,1
21218,13545,0
19843,18777,1
42854,42305,0
41786,5762,0
24402,50099,1
20916,13130,0
5192,49225,0
21469,5643,0
1094,38826,1
45799,35047,1
15625,39990,1
31140,25021,1
33228,21709,1
26107,11619,1
35991,203,1
56792,46766,1
30109,53452,0
5190,5713,0
20581,21840,0
44713,33458,0
22920,26263,0
19490,16770,0
1642,21874,1
30264,21535,1
50354,38872,1
55369,7071,1
48774,269,1
49638,28207,0
15973,1434,0
49383,24904,0
53521,46449,1
29478,17234,0
11236,9237,0
28080,24790,1
3846,46938,1
21108,58278,0
52742,38577,1
52975,23673,0
24024,31552,0
30353,24778,1
21761,11125,1
50376,32241,0
20855,29217,1
678,44558,0
29195,33403,1
57901,21223,1
9864,46089,0
51853,54210,1
19219,5341,1
54079,19201,0
30401,40523,1
6072,58266,0
22872,8940,0
47545,45493,0
10820,30524,0
42371,54002,0
12242,59442,0
15329,53262,0
33442,43127,1
17869,15341,1
49505,17370,1
23682,56118,1
39562,34366,0
15728,51809,0
1765,2112,0
39952,34255,0
30559,11753,1
40461,50480,0
20019,56925,0
43199,17768,0
58366,56965,1
59689,49450,0
45064,57682,1
45519,7162,0
2956,46727,0
1939,9009,1
25052,59285,0
54327,33141,0
49717,9623,1
9207,54924,1
41276,58064,1
58869,24987,1
56287,21098,0
11983,27100,0
52372,7822,1
33972,39724,0
27195,8385,0
48182,21266,0
26036,51865,1
17026,37913,0
15072,24538,1
6399,10004,0
29286,45190,1
51490,50450,0
42287,56736,1
27191,27153,0
33037,50761,0
35807,34088,1
26130,20366,1
31729,53780,0
43822,12498,0
10333,6831,0
20460,54327,0
45164,4157,0
45473,8487,0
29302,7378,0
2241,56310,1
287,28509,1
26390,51639,1
11726,5258,0
41662,25727,1
37213,43822,1
542,32514,0
33711,47511,1
8265,25638,1
28900,48739,0
14850,48613,1
26196,7732,0
12245,21083,1
40755,26297,1
26327,486,0
31,51804,0
11129,35084,0
20725,55682,0
40158,3576,1
43801,47456,0
59750,5360,0
35947,59906,1
19109,39215,1
34570,34392,1
51411,4594,0
14672,13405,0
29772,6702,1
50016,22348,0
59055,21737,1
24393,43844,0
14773,47719,1
37967,48211,1
59396,28727,0
59844,56621,1
54466,21463,0
25576,7946,0
43387,9666,1
57244,19148,0
32976,14013,0
7575,1266,1
55109,38813,1
27135,37378,0
30598,31210,1
14988,6314,0
33953,17477,1
14786,31899,0
47589,26064,0
8030,41092,1
2390,24668,1
13752,33260,1
42607,24690,0
50374,47748,0
40863,55794,0
34274,58397,1
49806,7191,0
1164,27009,1
54320,41379,0
58350,46225,1
59239,37690,0
506,29622,1
32886,16063,0
4051,8188,0
56954,15234,0
16597,14039,1
51736,56191,1
21045,56639,0
13606,1280,0
47010,26550,1
34099,8764,1
36664,5659,0
4520,24267,0
12204,9976,1
48046,8284,0
6851,46662,0
43707,37301,0
13740,12927,0
21262,15029,0
15009,39663,0
5221,27646,0
9367,15590,0
24511,19493,0
51947,39629,0
22717,8135,0
54520,47338,0
58796,50970,1
9808,7083,0
32447,41073,0
27280,29530,1
878,41742,0
36747,32240,0
41157,48429,1
53373,47354,0
51945,22395,0
33894,16721,0
57599,18917,0
6220,44645,0
54905,26168,0
13215,30977,0
39849,42070,0
57376,14357,0
16859,6171,1
1590,45171,1
30265,55788,1
20156,47421,0
52105,16462,0
41692,23069,0
8263,47857,1
14512,30893,1
35377,8442,0
8323,50877,0
8949,10109,1
48031,41489,0
36014,19590,0
21052,50273,0
2713,23815,0
33619,12584,1
19926,34781,1
1018,33066,1
29293,21380,1
51703,14960,0
15134,24580,0
5640,46709,0
19041,39732,1
15524,12662,1
50513,29055,0
53746,8588,0
46108,9976,1
37283,49939,1
47707,28973,0
36072,15753,0
35940,479,1
10813,57640,1
42099,19432,0
31426,19677,0
36857,55211,0
48818,20419,0
39282,2684,0
34524,41189,1
54595,35070,1
9305,13339,0
16323,58307,0
13437,2902,0
50635,9428,1
54233,2801,0
36970,49969,0
8448,22944,1
17598,54889,0
0,46950,0
30745,20671,0
11014,48161,0
11183,17095,0
2,8669,0
5433,38656,1
21874,48532,0
22964,22299,0
39641,23040,0
54084,393,0
17555,3905,0
7537,24272,1
848,29057,0
57993,46716,0
22435,38970,0
28907,38815,0
55257,49779,0
55210,55817,0
19580,32905,1
9457,14103,1
8498,9811,1
53779,39947,0
15869,13985,0
58725,31350,1
30016,38513,0
49443,8235,1
29091,32748,0
23679,46291,1
40731,57569,0
39944,36016,0
19185,52094,0
55820,66,0
36724,12414,0
24325,34397,1
38524,1974,1
48232,58756,0
44203,51105,1
41230,46566,1
45258,50329,1
35094,13553,0
18941,22411,1
47291,39819,1
56098,1557,0
24650,34197,1
25359,58468,0
25017,2289,1
25032,44974,0
9679,19086,1
57812,44838,1
38737,26010,0
51120,17688,0
37416,32235,0
16389,4429,0
33263,23553,1
866,14587,1
27260,17350,1
45203,26426,0
27262,30329,1
52186,23246,0
3943,16061,0
1729,38467,0
35076,8738,1
36251,32786,0
6662,37331,0
20892,12944,0
55780,33272,0
34121,57645,0
21169,11798,0
6352,11750,1
11633,24734,0
38551,51074,1
21706,6431,1
19237,26353,0
4227,31870,0
27032,29821,0
51337,42758,0
45765,27477,1
37865,58273,0
9564,47323,0
46242,33394,0
58675,24237,1
37457,19502,0
11209,32794,0
28440,25843,0
30631,28539,0
15977,54335,1
36459,46652,0
8305,7317,1
23673,44629,1
23272,1504,0
29414,46177,0
10633,47346,1
635,45548,0
9990,20282,1
24339,39423,0
38619,3928,0
56424,46180,0
13020,37037,1
48447,42383,0
29255,5300,0
22532,41939,0
57945,56,0
31762,8145,1
47613,56730,1
27475,53490,0
24730,9083,1
24539,40632,1
32236,32227,1
2063,41402,0
19766,1372,0
48306,58110,1
14355,15697,1
5189,32989,0
10651,47254,1
53774,33904,1
14170,45208,0
11351,22983,0
19234,49993,0
24527,51538,0
23330,536,0
54976,59667,1
19530,25458,1
46071,3943,0
35924,28259,0
28558,674,0
27665,51397,1
22615,13034,0
2300,10479,1
25458,34247,0
575,14072,0
7873,33690,1
45461,51931,0
50071,22917,0
37442,19811,1
49638,2940,1
43090,51806,1
31024,25593,0
36126,19993,0
35270,35826,1
15782,48211,0
17305,43814,0
41705,9960,0
20388,58884,1
49573,16368,0
29544,41858,0
42296,38414,0
47196,25820,0
31657,52646,0
50994,20650,0
33991,35281,0
12397,55960,1
35432,6415,1
5633,49114,0
6550,23882,0
34355,26810,0
56959,15990,0
37073,4228,0
27974,2803,1
59357,55233,0
35752,49710,1
27518,28552,1
32710,9957,1
36520,37286,0
26707,9716,1
36900,21712,0
27206,44766,1
31734,29966,0
52763,57718,1
37694,29828,0
12476,27400,0
33951,18533,0
39570,12656,0
26835,10581,0
51888,53881,1
2814,17818,0
41542,47765,0
1169,28149,0
59437,47795,0
17177,19200,1
14118,42898,0
58257,34644,0
24527,7878,1
6111,46960,1
6978,28407,0
17483,1765,0
41597,11286,0
30544,679,1
16783,19828,1
4680,23731,0
45709,948,0
40038,37485,1
4693,29821,1
4187,7497,0
53929,13699,0
27894,57751,0
15594,42548,1
38635,39629,1
39248,50151,1
55125,878,1
44642,21813,0
57481,16277,0
37100,2187,0
40470,51485,1
51404,56779,1
43547,25898,0
50594,57397,0
32184,55932,0
10415,18587,1
54221,48995,0
52430,2507,0
32364,53002,0
3570,40243,1
7910,56508,0
35822,39853,0
2670,11896,0
7027,7938,0
5644,51608,0
34932,28093,0
40780,56133,1
14346,27226,0
35265,20278,1
2569,1118,0
23171,34464,0
20336,45931,0
35902,41441,1
35618,41133,0
18495,45300,1
4273,17032,0
58755,25309,0
14121,30979,1
39823,57761,1
40533,17504,0
41714,1051,0
9078,7106,1
21664,2542,0
234,51569,0
56792,45568,1
6569,15460,0
41817,54418,1
32265,30171,1
13945,59388,1
30971,56653,0
41971,8961,0
22989,44526,0
2887,46560,1
38726,35108,0
37625,10909,1
14957,48697,1
20980,8954,0
48205,48165,1
8328,4023,0
4800,32278,0
48316,51566,0
41898,1661,0
26818,34743,0
25443,990,1
30742,17033,0
50896,28771,0
14831,1411,1
7899,1187,0
11462,56184,0
6575,43218,0
59744,1362,1
7927,57601,0
3686,51593,1
35954,47192,0
19881,17207,1
30035,9493,1
29719,34939,0
31372,29826,0
45641,6991,0
49261,20015,0
39108,18792,0
18748,9914,1
29801,41167,1
24110,26686,1
7902,24202,1
36096,47835,0
50690,32164,1
52272,398,0
31999,59005,0
9900,24695,1
45820,28326,0
2819,59519,1
4830,40699,0
2431,59685,0
34042,6519,0
37136,54576,0
29665,36094,0
7049,24611,1
40753,59076,1
53705,5059,0
43152,58488,0
42376,41163,1
54952,39245,0
15658,27579,1
48427,31795,0
29468,10125,1
38706,6118,0
49790,44499,0
59013,37034,0
55733,42494,1
45993,31943,0
1166,27118,1
58648,46345,1
28041,2767,1
40806,26562,1
3023,6085,1
29077,15339,0
12396,31074,0
40733,20366,0
27197,28763,0
5319,44606,0
13515,36492,1
7315,36227,1
8841,32709,1
22337,50421,0
19405,7072,1
44992,53682,0
55677,2074,1
50518,30081,0
57676,28113,0
39920,56307,1
47563,27815,1
21929,22006,0
9836,33699,1
13546,48197,0
59768,45407,1
57845,19965,0
23033,39714,1
33913,40201,0
994,29413,1
33980,26798,0
23950,40891,1
45822,45425,1
50043,34708,0
24504,33752,0
11851,28577,0
29547,15329,0
54575,3905,1
11788,47476,0
32906,20941,1
46494,30163,0
4869,42183,0
38962,47796,1
21373,50139,0
52347,22417,1
32342,51579,1
1291,47275,1
32667,11696,0
33906,34837,1
30722,58638,1
23271,19294,1
21607,24265,1
27553,14667,0
5733,21308,0
37576,32603,1
39724,19803,0
29652,59660,0
41092,21795,0
35303,25684,0
26935,47355,1
50194,54496,1
38325,51298,0
15791,3439,0
18261,43131,1
22095,10266,1
26231,25410,0
26880,46308,0
52958,16304,0
53637,6939,0
41905,25590,1
57564,13951,0
30809,54888,0
3362,48033,1
19090,41721,0
936,18501,0
17752,28287,1
29291,58435,1
51481,27298,1
31584,38035,1
7122,8109,1
36235,9165,0
15732,40824,1
5703,32257,1
11555,9669,1
7947,27211,1
53820,37947,0
18994,30073,0
55058,2650,1
25556,43081,0
40287,31809,0
41539,5416,0
16432,7033,0
32531,21441,0
40045,11414,0
56397,55291,0
36105,37676,1
4441,20810,1
29828,7313,0
5910,34369,0
48790,9831,1
10357,25613,0
58283,41443,0
3966,58474,0
23505,22743,1
16474,7941,0
35530,14551,1
19305,37968,0
33761,34218,1
22234,12611,0
30347,10420,0
31,32829,0
47591,3233,1
10973,4267,0
16536,3055,1
34,9003,1
24770,47219,1
16255,8667,1
51345,4401,1
2075,21500,1
525,17994,0
27564,58749,0
47125,37395,1
38408,54419,0
8377,21200,1
57644,40735,0
59814,47821,1
40967,21210,0
22807,41520,1
24068,18900,1
49138,57492,1
16163,47159,1
51115,25407,1
49794,8918,0
46449,59366,0
27891,10894,0
44775,10055,1
42412,38321,0
41140,53881,0
45321,13310,0
4444,57428,0
44973,56493,1
15544,56982,1
53772,21481,0
47743,37136,0
22112,36958,0
14564,23768,1
24646,30741,0
28510,24909,0
6764,56760,1
23949,49813,0
55015,49658,1
52019,27959,1
47596,3822,1
51063,23173,1
4022,45515,1
8939,52087,0
14591,30230,0
54112,34532,0
21102,9297,0
42447,49901,1
52540,22510,0
36893,25331,1
20884,24859,1
56997,28120,0
42664,25552,0
45719,49124,0
16827,31252,1
13841,19870,1
17229,46961,1
7802,55879,0
2553,22918,1
22109,3629,0
21207,2879,0
35490,58094,1
42576,41040,1
51446,8423,1
34794,25638,0
13111,45578,1
15955,19682,0
41314,20409,0
56237,49057,0
24099,23524,0
36350,29970,0
33616,26518,0
36335,57368,0
14536,11142,1
9168,57017,1
40257,25622,0
46000,12441,0
56360,34013,0
54669,38828,0
8907,14734,1
44664,44571,0
21942,16339,0
26763,18430,1
11030,27461,0
27329,3229,1
55591,19669,0
8361,54803,0
39748,19294,1
37634,16237,0
15475,57423,0
43515,13629,0
44251,57996,0
36230,39307,0
16675,11877,1
49911,50896,0
29991,55729,1
40857,4551,1
10856,18050,0
54435,52001,0
36157,7545,0
12685,39984,0
34312,11094,0
26784,40446,0
19678,12080,1
17348,32313,0
15308,44166,0
13042,38910,0
36281,51683,1
26723,14558,0
527,8328,1
47328,57399,1
58906,11916,1
18088,58232,1
32557,34096,1
12445,52937,0
18078,27633,0
18625,44564,1
58249,19861,0
14469,5411,0
37474,30701,0
30590,12733,1
6785,33075,0
20402,34577,0
39846,49136,0
24759,43818,1
5817,17214,0
53024,9923,0
32754,5941,1
33079,5523,0
38020,26528,0
50994,50734,0
26184,45719,0
27099,49712,0
32476,39379,0
20260,3610,0
54561,35278,0
22370,14179,0
1585,47968,1
36281,9893,1
28443,10665,0
31131,41740,0
35922,55654,0
504,54641,1
34061,10713,0
44388,48955,1
22373,38572,0
54671,53014,1
9917,35691,0
8628,34334,0
30312,22770,0
53423,12585,1
32360,16226,0
34052,38906,0
58105,15868,1
21107,30597,1
35514,5306,0
4347,53638,1
57076,12627,0
10667,20471,0
27603,40199,0
7672,8667,1
36020,39893,1
2079,55526,1
38091,32127,0
4374,1947,1
4481,37277,1
2261,16745,0
2528,33402,0
24042,53843,0
56230,51223,0
54632,23956,0
35145,13344,1
1432,44410,0
2220,20275,0
51801,178,0
42314,2245,1
52817,47789,1
6444,51094,0
38012,34972,0
11735,21559,1
25681,29629,1
35782,43281,1
23726,32371,0
23382,40294,1
8587,51082,1
37369,9395,0
6952,47593,0
1228,15647,0
31615,10265,1
28043,27554,1
6513,2649,0
51647,4339,0
27948,1614,0
29847,16447,1
54879,17983,0
22931,49953,0
45381,3725,0
25276,7730,0
59106,4387,1
55265,24038,0
57802,47168,0
51825,20601,0
9410,8324,0
25432,33,0
50389,21636,0
53540,38475,0
37046,16249,1
38261,45615,0
49309,48590,0
48601,22012,1
40123,31676,0
201,33027,1
52682,7906,1
41398,10581,0
19632,5922,0
33147,43000,0
11443,9262,0
23013,8667,1
23818,41841,1
46811,44438,0
10469,32626,0
28364,18169,0
58135,30120,1
39830,50515,0
35403,12766,1
36600,23364,1
8302,56519,0
15445,26210,0
38317,36334,0
8258,59670,1
16722,57418,0
45341,12640,0
41007,17162,1
49533,38244,0
23046,32922,1
31840,45988,0
13559,16298,1
33834,45092,0
3177,46086,0
10296,24036,0
40937,58054,0
12341,34488,1
12281,57986,0
55425,34929,0
58874,15332,0
43145,33326,0
5494,15002,1
42350,21587,0
29246,39468,1
52833,42207,0
30123,59226,0
29939,1988,1
58107,46054,1
4959,18538,1
15708,43155,1
57465,15035,0
3341,29656,1
54038,35245,0
57316,50394,0
26032,48920,1
57582,25567,1
9598,39126,1
32444,12167,0
33323,52204,1
57221,6887,0
31945,5806,0
6939,26291,0
30392,4185,1
18326,39755,0
45841,4297,0
24199,10456,0
7510,29366,0
27741,13833,0
1740,700,0
28956,3567,0
54000,28251,0
59048,43999,1
24691,15115,0
6993,18085,0
38338,40447,0
32413,30098,0
52605,24878,1
17749,6599,1
9833,41339,0
41558,59894,0
22476,1778,0
29549,29546,1
19014,11843,1
47781,52242,1
30805,35856,0
24519,58088,0
47764,23259,0
5579,617,0
3780,12027,0
7265,44650,1
1372,18763,0
10823,48559,0
43805,43839,0
40741,57295,1
15315,6051,1
57799,12410,0
48316,56213,0
35511,57729,0
44437,50907,0
5845,10643,0
38635,46155,0
14660,44799,0
26502,9349,0
46925,25071,0
32065,59322,0
57026,22812,0
31437,15226,1
57178,57586,1
4959,31242,1
43268,25139,1
59133,28222,0
21323,31629,1
50343,2921,0
25576,58877,0
9749,43047,0
18631,20710,1
41268,18143,0
32674,5350,0
43547,39459,0
2245,33826,0
10228,33274,1
46835,25620,0
27559,45011,1
32294,36999,0
27114,31866,0
39612,21873,1
56375,19139,0
34053,17066,0
28017,19589,0
4159,44383,1
55247,25537,1
10408,20039,0
47616,53368,1
35794,51379,0
22146,44424,1
22573,12356,0
21688,3081,1
35781,15452,0
59269,29097,1
7550,50953,0
25532,30352,0
18892,2657,0
13572,26398,1
46441,44663,1
41480,29043,0
5925,42172,0
26040,8658,0
24193,56446,0
59490,3585,1
12662,47979,1
33895,24057,0
22383,1040,0
46033,50847,0
23987,44778,0
56741,57506,0
34516,39570,0
30219,22971,0
45365,34482,0
28294,54967,0
22966,25032,1
13150,26144,0
51593,23978,0
45781,23585,0
33386,58442,0
59583,32673,1
47139,52863,1
53159,27966,0
22781,47083,0
20463,9232,0
55939,20586,0
10141,21830,1
17289,46679,0
55438,6751,0
5590,3941,1
47060,50534,0
53442,48023,1
54757,32939,0
9067,12832,0
53534,36385,0
6143,39089,0
20285,16918,0
38446,27500,0
37371,44764,1
22655,30020,1
36412,58382,0
11778,45400,1
35105,41847,0
31808,57109,1
28075,47572,1
44261,13883,0
6133,4784,1
35147,51399,1
3201,8637,1
52304,31964,1
28371,58420,0
21561,37382,0
26088,57102,0
32477,42643,0
9990,33074,1
49988,9298,0
47601,1183,0
55002,6023,1
2615,42553,1
21134,42153,1
29104,40440,1
2579,45021,0
45137,41415,1
33416,55127,0
13819,15586,0
7946,41893,0
23263,9867,1
59698,43408,0
58773,17612,1
29089,57411,1
17163,28426,1
45637,52295,1
47698,30867,1
17085,29528,1
43068,32335,0
55763,53819,0
21902,43043,0
10998,47041,0
41022,22949,0
43924,41887,0
27027,36825,0
50958,24357,0
17434,22400,1
23028,27241,1
49497,18421,1
56891,27015,0
49263,35738,1
20787,20519,0
10752,58844,1
46882,58114,1
43650,47287,1
25368,59040,0
55911,5564,0
3538,38857,0
26112,51539,1
21101,52440,0
30911,1892,0
37522,28917,0
26944,7322,1
8075,49625,0
12892,5122,0
15178,35096,0
22689,14551,1
10772,17500,0
7746,45387,0
2006,10408,1
50865,29941,0
34690,52610,1
39691,20280,0
42955,25632,0
45342,28515,0
5786,42354,0
47763,29588,0
33912,33902,0
28451,38791,0
8009,39631,0
10291,27595,0
31176,20400,0
11717,21565,0
35170,16577,1
11151,3584,0
